class,conversation,augmented_conversation
일반 대화,노트북 고장 났다며? <LF> 응. 어제 갑자기 화면이 안 켜졌어. <LF> 충전기 문제는 아니고? <LF> 아니야. 새 충전기 써봐도 반응이 없더라고. <LF> AS센터는 가봤어? <LF> 오늘 점심시간에 가볼 예정이야. <LF> 중요한 파일은 백업돼 있어? <LF> 다행히 외장하드에 옮겨뒀어. <LF> 회사 업무는 괜찮아? <LF> 다른 기기로 임시로 하고 있어. <LF> 빨리 고쳐지면 좋겠다. <LF> 진짜 그래야 마음이 편하지. <LF> 업무용이라 더 걱정돼. <LF> 최악이면 교체도 생각 중이야.,노트북 고장 났다며? <LF> 응. 어제 갑자기 이 안 켜졌어 <LF> 충전기 문제는 아니고? <LF> . 새 충전기 써봐도 이 . <LF> AS센터는 가봤어? <LF> 오늘 점심시간에 가볼 예정이야. <LF> 중요한 파일은 백업돼 ? <LF> 다행히 외장하드 옮겨뒀어. <LF> 회사 는 ? <LF> 다른 기기로 임시로 하고 있어 <LF> 빨리 고쳐지면 좋겠다. <LF> 진짜 그래야 마음이 편하지. <LF> 업무용이라 더 걱정돼. <LF> 최악이면 교체도 생각 중이야.
일반 대화,"요즘 잠 잘 자? <LF> 아니, 계속 새벽에 깨. <LF> 스트레스 때문인가? <LF> 그런 것도 있는 것 같아. <LF> 몇 시쯤 자는데? <LF> 대체로 새벽 1~2시. 너무 늦지? <LF> 응. 최소 12시 전엔 자는 게 좋아. <LF> 수면 루틴 바꿔보는 건 어때? <LF> 명상 앱 써보려고 해. <LF> 효과 있으면 나도 해볼게. <LF> 알겠어. 일단 3일만 도전해보자. <LF> 커피 줄이고 일찍 자려고 노력 중이야. <LF> 바로는 어렵지만 점점 나아질 거야.","요즘 잠 잘 자 <LF> 아니, 계속 새벽에 깨. <LF> 스트레스 때문? <LF> 그런 것도 있는 것 같아 <LF> 몇 시쯤 자는데? 새벽 1~2시 너무 늦지? <LF> 응. 12시 전엔 자는 게 좋아. <LF>  바꿔보는 건 어때? <LF> 명상 앱 써보려고 해. <LF> 효과 있으면 나도 . <LF> 알겠어. 일단 3일만 도전해보자. <LF> 커피 줄 일찍 자려고 노력 중이야. <LF> 바로는 점점 나아질 ."
일반 대화,"오늘 지하철에서 어이없었어. <LF> 왜? 무슨 일 있었는데? <LF> 노약자석에 젊은 사람이 앉아서 게임하더라. <LF> 비켜달란 말도 못하겠지. <LF> 맞아. 눈치도 안 보더라. <LF> 자리 많을 땐 몰라도, 그건 아니지. <LF> 한 어르신이 서계시는데도 안 일어남. <LF> 그건 좀 예의 아니다. <LF> 요즘 매너 없는 사람들 종종 보여. <LF> 그러게. 기본이 중요한데 말이야. <LF> 자리 양보는 기본 매너인데 아쉬웠어. <LF> 다들 조금씩만 배려했으면 좋겠어.","오늘 지하철에서 어이없었어. <LF> 왜? 무슨 일 있었는데? <LF> 노약자석에 사람 앉아서 게임하더라. <LF> 달란 말도 못하겠지. <LF> 맞아. 눈치도 안 보더라. <LF> 자리 많을 땐 몰라도, 그건 아니지.한 어르신이 서계시는데도 안 일어남. <LF> 그건 좀 예의 아니다. <LF> 요즘 매너 없는 사람들 종종 보여. <LF> 그러게. 기본이 중요한데 말이야. <LF> 자리 양보는 기본 매너인데 아쉬웠어. <LF> 다 조금씩만 배려 좋겠어."
일반 대화,요즘 팀 분위기 이상하지 않아? <LF> 응. 회의 때도 말 안 섞는 사람들 많아졌어. <LF> 무슨 계기 있었나? <LF> 지난번 발표 때 책임 전가된 게 크지. <LF> 부장님이 중재하긴 했던데. <LF> 겉으론 그렇지만 여전히 어색해. <LF> 우리가 뭔가 해볼 수 있을까? <LF> 작은 회식이라도 열어볼까? <LF> 좋아. 부담 없이 소통할 기회가 필요해. <LF> 내가 장소 한번 알아볼게. <LF> 서로 오해만 쌓이면 답 없지. <LF> 일단 대화 창구부터 다시 만들어보자.,요즘 팀 분위기 이상하지 않아? <LF> 응. 회의 때 말 안 섞는 사람들 많아졌어. <LF> 무슨 계기 있었나? <LF> 지난번 발표 때 책임 전가된 게 크지. <LF> 부장님 중재하긴 했던데. <LF> 겉으론 그렇지만 여전히 어색해. <LF> 우리가 뭔가 해볼 수 있을까? <LF> 작은 이라도 열어볼까? <LF> 좋아. 부담 없이 소통할 기회가 필요해.내가 장소 한번 알아볼게. <LF>  오해만 쌓이면 답 없지. <LF> 일단 대화 창구부터 다시 만들어보자.
일반 대화,이번 프로젝트 시작했어? <LF> 응. 어제 킥오프 미팅 했어. <LF> 규모는 어느 정도야? <LF> 생각보다 커. 외주랑도 같이 해. <LF> 기획은 누가 맡았어? <LF> 초안은 내가 짰고 팀장님이 수정했어. <LF> 개발 쪽이랑은 협업 잘 돼? <LF> 아직 좀 어색해. 자주 소통하려고 해. <LF> 기한은 언제까지야? <LF> 2달 안에 1차 완성 목표야. <LF> 중간 점검도 필요하겠다. <LF> 응. 매주 진행 상황 공유할 거야. <LF> 첫 주가 중요하니까 자료 준비도 철저히 해야 해. <LF> 각 파트별 역할도 명확히 나눴어.,이번 프로젝트 시작했어? <LF> 응. 어제 킥오프 미팅 했어. <LF> 규모는 어느 정도야? <LF> 생각보다 커. 외주랑도 같이 해. <LF> 기획은 누가 맡았어? <LF> 초안은 내가 팀장님이 수정했어. <LF> 개발 쪽이랑은 협업 잘 돼?아직 좀 어색해. 자주 소통하려고 해. <LF> 기한은 언제까지야? <LF> 2달 안에 1 목표야. <LF> 중간 점검도 필요하겠다. <LF> 응. 진행 공유할 거야. <LF> 첫 주가 중요하니까 준비도 해야 해. <LF> 각 파트별 나눴어.
일반 대화,오늘 출근길 어땠어? <LF> 완전 정체였어. 버스가 20분 늦더라. <LF> 나도 지하철 두 번 놓쳤어. <LF> 출근 시간 좀 조정하면 좋을 텐데. <LF> 플렉스 출근제 얘기 또 나오던데? <LF> 도입되면 진짜 살 것 같아. <LF> 지각 걱정도 줄고. <LF> 집중력도 오히려 좋아질걸. <LF> 팀장님한테도 얘기해볼까? <LF> 이번 기회에 한번 건의해보자. <LF> 비 오면 더 심해지잖아. <LF> 운 좋게 택시도 안 잡혀서 더 힘들었어.,오늘 출근길 어땠어? <LF> 완전 정체였어. 버스 20분 늦더라.나도 지하철 두 번 놓쳤어. <LF> 출근 시간 좀 조정하면 좋을 텐데. <LF> 플렉스 제 얘기 또 나오던데? <LF> 도입되면 진짜 살 것 같아. <LF> 지각 걱정도 줄고. <LF> 집중력도 오히려 좋아질걸. <LF> 장님도 얘기? <LF> 이번 기회 한번 건의해보자. <LF> 비 오면 더 심해지잖아. <LF> 운 좋게 택시도 안 잡혀서 힘들었어.
일반 대화,"화상회의 중에 자꾸 소리 끊기던데. <LF> 맞아. 네 말 거의 안 들렸어. <LF> 인터넷이 불안정했나 봐. <LF> 랜선 연결하면 좀 낫지 않아? <LF> 그래서 오늘 케이블 샀어. <LF> 카메라도 조금 흐릿하더라. <LF> 아, 조명 때문이야. 창문 뒤에 있어서. <LF> 배경은 괜찮았어. 깔끔하더라. <LF> 그래도 준비는 철저히 해야겠어. <LF> 다음 회의 땐 완벽하게 맞춰볼게. <LF> 헤드셋도 새로 바꿔야겠어. <LF> 화상회의도 이제 기본 역량이야.","화상회의 중 자꾸 소리 끊기던데. <LF> 맞아. 네 거의 안 들렸어. <LF> 인터넷이 불안정했나 봐 <LF> 랜선 연결하면 좀 낫지 않아? <LF> 그래서 오늘 샀어. <LF> 카메라도 조금 흐릿하더라. <LF> , 조명 이야. 창문 뒤 있어서. <LF> 배경은 괜찮았어. 깔끔하더라. <LF>  준비는 철저히 해야겠어. <LF> 다음 회의 땐 완벽하게 맞춰볼게. <LF> 헤드셋도 바꿔야겠어. <LF> 화상회의 이제 기본 역량이야."
일반 대화,"점심 뭐 먹을래? <LF> 오늘은 좀 색다른 거 먹고 싶다. <LF> 양식 어때? 파스타? <LF> 어제 먹었어. 한식으로 가자. <LF> 그럼 김치찌개? 아니면 비빔밥? <LF> 김치찌개는 괜찮네. 밥도 되고 국도 있고. <LF> 회사 근처에 새로 생긴 데 있대. <LF> 그래? 거기 가보자. 줄 안 서면 좋겠다. <LF> 지금 출발하면 자리 있을 듯. <LF> 오케이, 가자. 배고파 죽겠어. <LF> 내일은 뭐 먹을지 미리 생각해두자. <LF> 그래, 매번 고민하는 것도 스트레스야.","점심 먹을래? <LF> 오늘은 좀 색다른 거 싶다. <LF> 양식 어때? 파스타? <LF> 어제 먹었어. 한식으로 가자. <LF>  김치찌개 비빔밥? <LF> 김치찌개는 괜찮네. 밥도 국도 있고. <LF> 회사 근처에 새로 생긴 데 있대. <LF> ? 거기 가보자. 줄 안 좋겠다.지금 출발 자리 있을 듯. <LF> 오케이, 가자. . <LF> 내일은 뭐 먹을지 미리 생각해두자 <LF> , 매번 고민하는 것도 스트레스야."
일반 대화,"면접 잘 보고 왔어? <LF> 응. 긴장했지만 최선을 다했어. <LF> 무슨 질문 나왔어? <LF> 자기소개, 프로젝트 경험, 그리고 협업 경험. <LF> 준비한 내용이랑 비슷했어? <LF> 거의 맞아떨어졌어. 다행히. <LF> 면접관 분위기는 어땠어? <LF> 친절했지만 날카로운 질문도 있었어. <LF> 결과는 언제쯤 나와? <LF> 일주일 안에 연락 준다더라. <LF> 잘 되면 연락 바로 올 거야. <LF> 다음 면접도 준비해둘까 고민 중이야. <LF> 연습해두면 더 자신감 생기지.","면접 잘 보고 왔어? <LF> 응 긴장했지만 최선을 다했어 <LF> 무슨 질문 나왔어? <LF> 자기소개, 프로젝트 경험, 그리고 협업 경험. <LF> 준비한 내용이랑 비슷했어? <LF> 거의 맞아떨어졌어. 다행히. <LF> 면접관 분위기는 어땠어?친절했지만 날카로운 질문도 있었어. <LF> 결과는 언제쯤 나와?일주일 안에 연락 준다더라. <LF> 잘 바로 올 거야.다음 면접도 준비해둘까 고민 야. <LF> 연습해두면 더 자신감 생기지."
일반 대화,"프로젝트 마감이 코앞인데 괜찮아? <LF> 자료 정리는 끝났고, 발표 자료만 남았어. <LF> 슬라이드는 누가 정리해? <LF> 내가 1차 만들고, 너가 검토해줄래? <LF> 좋아. 저녁 전에 보내줘. <LF> 응. 6시까지 보내놓을게. <LF> 발표는 누가 맡기로 했지? <LF> 팀장님이 나랑 혜진이 지목하셨어. <LF> 내일 리허설 한번 하자. <LF> 콜. 함께 준비하면 더 잘될 거야. <LF> 야근하면서 진짜 팀워크 느꼈어. <LF> 다들 고생 많았지. 마무리만 잘하자.","코앞인데 ? <LF>  정리는 끝났고, 발표 자료만 남았어. <LF> 슬라이드는 누가 정리해? <LF> 내가 1차 만들고, 가 검토해줄래? <LF> 좋아. 저녁 전 보내줘. <LF> 응. 6시까지 보내놓을게발표는 누가 했지 <LF> 팀장님이 나랑 혜진 지목하셨어. <LF> 내일 리허설 한번 하자. <LF> 콜. 함께 준비하면 더 잘될 거야. <LF> 야근하면서 팀워크 느꼈어. <LF> 들 고생 많았지 마무리만 하자."
일반 대화,퇴근길 완전 비 맞았어. <LF> 우산 안 챙겼어? <LF> 아침엔 맑길래 안 들고 나왔지. <LF> 나도 슬리퍼 젖어서 찝찝했어. <LF> 회사에 비상 우산 없을까? <LF> 지하 매점에 파는 거 있던데. <LF> 그거 다음엔 하나 사놔야겠다. <LF> 우리 사물함에 하나 두자. <LF> 좋은 생각이야. 매번 이러네. <LF> 내일은 맑다니까 다행이야. <LF> 운 좋게 택시도 잡혀서 바로 집 왔어. <LF> 따뜻한 물로 샤워하니까 살겠더라.,퇴근길 완전 비 맞았어. <LF> 우산 안 ? <LF> 아침 맑길래 안 들고 나왔지. <LF> 나도 슬리퍼 젖어서 찝찝했어. <LF> 회사에 우산 없을까? <LF> 지하 매점에 파는 거 . <LF> 그거 다음엔 하나 사놔야겠다. <LF> 우리 사물함에 하나 두자. <LF> 좋은 생각이야 매번 이러네. <LF> 은 맑다니까 다행이야. <LF> 운 택시도 잡혀서 바로 왔어. <LF> 따뜻한 물로 샤워하니까 살겠더라.
일반 대화,복귀 첫날 어땠어? <LF> 생각보다 할 일이 많더라. <LF> 메일 확인만도 한참 걸리지? <LF> 맞아. 쌓인 업무가 너무 많았어. <LF> 팀 분위기는 그대로야? <LF> 응. 다들 반겨줘서 좋았어. <LF> 정신없었겠네. <LF> 그래도 금방 익숙해질 것 같아. <LF> 첫날 치곤 잘 넘긴 듯. <LF> 내일부터 본격적으로 달리자. <LF> 책상 위에 간식도 그대로 있더라. <LF> 작은 게 괜히 반갑더라.,복귀 첫날 어땠어? <LF> 생각보다 할 일이 많더라. <LF> 메일 확인만도 한참 걸리지? <LF> 맞아 쌓인 업무가 너무 많았어. <LF> 팀 분위기는 그대로야? <LF> 응. 다들 반겨줘서 좋았어. <LF> 정신없었겠네. <LF> 그래도 금방 익숙해질 것 같아. <LF>  치곤 잘 듯. <LF> 내일부터 본격적으로 달리자. <LF> 책상 위에 간식도 그대로 있더라.작은 게 괜히 반갑더라.
일반 대화,"주말에 마트 다녀왔어? <LF> 응. 세일 품목 많아서 실컷 샀어. <LF> 뭐 뭐 샀어? <LF> 과일, 고기, 간식... 장바구니 터질 뻔. <LF> 사람 많았겠다. <LF> 엄청 붐볐지. 카트도 없더라니까. <LF> 계산 줄은 길었어? <LF> 무인계산대 써서 금방 나왔어. <LF> 나도 이번 주말에 가봐야지. <LF> 앱으로 전단지 확인하고 가. <LF> 좋은 팁 고마워. <LF> 다음엔 리스트 미리 적고 가야겠어. <LF> 충동구매 너무 많이 했어.","주말에 마트 다녀왔어? <LF> 응 세일 품목 많아서 실컷 . <LF> 뭐 뭐 샀어? <LF> 과일, 고기, 간식 장바구니 터질 뻔. <LF> 사람 많았겠다. <LF> 엄청 붐볐지. 도 없더라니까. <LF> 계산 줄은 길었어? <LF> 대 써서 금방 나왔어. <LF> 나도 이번 주말에 가봐야지. <LF> 앱으로 전단지 확인하고 . <LF> 좋은 고마워. <LF> 다음엔 리스트 적고 가야겠어. <LF> 충구매 너무 많이 했어."
일반 대화,"오늘 아침에 교통카드 잔액 부족 떴어. <LF> 헐, 민망했겠다. <LF> 기사님한테 죄송하다고 했지. <LF> 다행히 현금 있었어? <LF> 응. 급하게 천 원 꺼냈어. <LF> 요즘은 앱으로도 충전돼. <LF> 나도 깔아놔야겠다. <LF> 버스 놓칠 뻔했네. <LF> 진짜 아찔했어. 다음부턴 확인하고 타야지. <LF> 다행이야. 큰일 없어서. <LF> 앱에 자동충전 설정도 있대. <LF> 그 기능 써봐야겠다. 신기하네.","오늘 아침에 잔액 부족 떴어. <LF> 헐, 민망했겠다. <LF> 기사님 죄송하다고 했지.다행히 현금 있었어?응. 급하게 천 꺼냈어. <LF> 요즘은 앱으로도 충전. <LF> 나도 깔아놔야겠다. <LF> 버스 놓칠 . <LF> 진짜 아찔했어. 다음부턴 확인하고 타야지. <LF> 다행이야. 큰일 없어서. <LF> 앱에 충전 설정도 있대. <LF>  기능 써봐야겠다. 신기하네."
일반 대화,온라인 쇼핑했더니 배송이 늦어. <LF> 무슨 상품인데? <LF> 가방이야. 3일 걸린다더니 일주일이야. <LF> 문의해봤어? <LF> 답장이 늦고 계속 미루더라. <LF> 리뷰 보니까 다른 사람도 그랬어? <LF> 응. 평이 좀 안 좋았더라. <LF> 다음부턴 확인 잘 해야겠다. <LF> 환불은 가능해? <LF> 처리 중이야. 시간 좀 걸린대. <LF> 진짜 짜증 나겠다. <LF> 쿠폰 할인에 혹해서 그냥 질렀는데 말이지. <LF> 가격은 괜찮았는데 배송이 문제야.,온라인 쇼핑했더니 이 . <LF> 무슨 상품인데? <LF> 가방이야. 3일 걸린다더니 일주일이야 <LF> 문의해봤어? <LF> 답장이 늦고 계속 미루더라. <LF> 리뷰 보니까 다른 사람도 그랬어? <LF> 응. 평이 좀 안 좋았더라. <LF> 다음부턴 확인 잘 해야겠다. <LF> 은 ? <LF>  야. 시간 좀 걸린대. <LF> 진짜 짜증 나겠다. <LF> 쿠폰 할인에 혹해서 그냥 질렀는데 말이지가격은 괜찮았는데 배송이 문제야.
일반 대화,요즘 스트레스 심하대? <LF> 응. 일도 많고 눈치도 보여. <LF> 무슨 일 있었어? <LF> 보고서 하나 실수했거든. <LF> 팀장님 반응은 어땠어? <LF> 혼내진 않았지만 실망하셨지. <LF> 너무 자책하지 마. <LF> 알겠어. 오늘은 일찍 자야겠다. <LF> 필요하면 도와줄게. <LF> 고마워. 너한테 말하니까 좀 낫다. <LF> 이번 주말엔 좀 쉬면서 정리하려고. <LF> 마음도 좀 다잡아야겠어.,요즘 스트레스 심하대? <LF> 응 일도 많고 눈치도 보여. <LF> 무슨 일 있었어? <LF> 보고서 했거든. <LF> 팀장님 반응은 어땠어 <LF> 혼내진 않았지만 실망하셨지. <LF> 너무 자책하지 마. <LF> 알겠어. 오늘은 일찍 자야겠다. <LF> 필요하면 도와줄게. <LF> . 너한테 하니까 좀 낫다.이번 주말엔 좀 쉬면서 정리하려고. <LF> 마음도 좀 .
일반 대화,"어제 회식 왜 안 왔어? <LF> 몸이 좀 안 좋았어. <LF> 갑자기? <LF> 아침부터 두통이 심했어. <LF> 연락이라도 주지. <LF> 미안. 약 먹고 바로 잠들었어. <LF> 다들 찾았어. 부장님도. <LF> 내가 오늘 따로 말씀드릴게. <LF> 괜찮으실 거야. 다음엔 같이 가자. <LF> 응. 고맙다, 걱정해줘서. <LF> 회사 분위기는 좋았어? <LF> 응, 다들 잘 챙겨줬어. 다음엔 꼭 참석할게.","어제 회식 왜 안 왔어?이 좀 안 좋았어. <LF> 갑자기? <LF> 아침부터 두통이 심했어 <LF> 연락이라도 주지. <LF> 미안. 약 먹고 바로 잠들었어. <LF> 다들 찾았어. 부장님도. <LF> 내가 오늘 따로 말씀드릴게. <LF> 괜찮으실 거야. 다음엔 같이 가자 <LF> 응. , 걱정해줘서. <LF> 회사 분위기는 좋았어? <LF> 응, 다들 잘 챙겨줬어. 다음엔 꼭 참석할게."
일반 대화,너 아까 엄마 몰래 나갔지? <LF> 어떻게 알았어? <LF> 엄마가 방에 없어서 CCTV 보셨대. <LF> 헐... 혼나셨지? <LF> 엄청. 핸드폰도 압수당했어. <LF> 왜 그렇게 나갔어? <LF> 그냥 답답해서... 다음부턴 말하고 나갈게.,너 아까 엄마 몰래 나갔지?어떻게 알았어?엄마가 방에 없어서 CCTV 보셨대. <LF> 헐 혼나셨지 <LF> 엄청 핸드폰도 압수당했어. <LF>  그렇게 나갔어? <LF> 그냥 답답해서... 다음부턴 말하고 나갈게.
일반 대화,마트에서 유통기한 하루 지난 우유 반품하러 갔는데 안 받아줬어. <LF> 산지 며칠 됐다고? <LF> 이틀 됐어. 영수증도 들고 갔는데. <LF> 보관상 문제라고 하던데 이해 안 돼. <LF> 진열된 것도 바로 그 날짜였잖아. <LF> 그러니까. 다시는 거기서 안 살래. <LF> 고객센터에라도 글 써봐.,마트에서 유통 하루 우유 반품하러 갔는데 안 받아줬어. <LF> 산지 됐다고? 됐어. 영수증도 들고 갔는데. <LF> 보관 문제라고 하던데 이해 안 . <LF> 진열된 도 바로 그 날짜였잖아. <LF> 그러니까. 다시는 거기서 안 살래. <LF> 고객센터에라도 글 써봐.
일반 대화,너 방청소 일주일째 안 했지? <LF> 음... 바빠서 깜빡했어. <LF> 우리 번갈아 하기로 했잖아. <LF> 알았어. 오늘 밤에 바로 할게. <LF> 근데 어제도 그렇게 말하지 않았어? <LF> 미안. 이번엔 진짜야. <LF> 다음부턴 정해진 요일에 하자. 알람 맞추고.,너 방청소 일주일째 안 했지? <LF> 음... 바빠서 깜빡했어. <LF> 우리 번갈아 하기로 했잖아.알았어 오늘 밤에 할게. <LF> 근데 어제도 그렇게 말하지 않았어? <LF> 미안. 이번엔 진짜야. <LF> 다음부턴 정해진 요일에 하자. 알람 맞추고.
일반 대화,"혹시 오늘 오후 3시 거래 약속, 5시로 바꿀 수 있을까요? <LF> 아 저는 3시에만 시간돼요. 다음으로 미루시겠어요? <LF> 죄송해요. 급한 일이 생겨서요. <LF> 그럼 오늘은 어려울 것 같네요. <LF> 네 이해해주셔서 감사합니다. 다음에 다시 연락드릴게요. <LF> 혹시 다른 분 생기면 거래하셔도 괜찮습니다. <LF> 네 감사합니다. 좋은 하루 보내세요.","혹시 오늘 3시 거래 약속, 5시로 바꿀 수 있을까요? <LF> 아 저는 3시에만 시간돼요. 다음 미루시겠어요? <LF> 죄송해요. 급한 일이 생겨서요. <LF> 그럼 오늘은 어려울 것 같네요. <LF> 네 이해해주셔서 감사합니다. 다시 연락드릴게요. <LF> 혹시 다른 분 생기면 거래하셔도 괜찮습니다. <LF> 네 감사합니다. 좋은 하루 보내세요."
일반 대화,방금 택시 탔는데 요금이 너무 이상한 거야. <LF> 미터기 안 켜고 그냥 말로 금액 얘기했어? <LF> 응. 그래서 항의했더니 짜증 내더라. <LF> 그럼 신고했어? <LF> 사진 찍고 앱 통해 민원 넣었어. <LF> 잘했네. 이런 건 조용히 넘기면 안 돼. <LF> 요즘도 이런 식으로 장사하는 분이 있다니 충격이야.,택시 탔는데 요금이 너무 이상한 거야. <LF> 미터기 안 켜고 그냥 말로 금액 얘기했어? <LF> . 그래서 항의했더니 짜증 내더라. <LF> 그럼 신고했어? <LF> 사진 찍고 앱 민원 넣었어. <LF> 잘했네. 이런 건 조용히 넘기면 안 돼. <LF> 요즘도 이런 으로 장사하는 분이 충격이야.
일반 대화,"엄마가 내 사진 허락 없이 또 인스타에 올렸어. <LF> 헉 진짜? 뭐라고 올리셨는데? <LF> ""우리 예쁜 딸"" 이런 식으로... <LF> 하나도 안 예쁜 사진이면 더 민망하지. <LF> 댓글도 막 친구들까지 와서 달고... <LF> 차라리 엄마 계정 비공개로 바꿔달라 해. <LF> 아니면 태그만이라도 빼달라고 해야겠다.","가 내 사진 허락 없이 또 인스타 올렸어. <LF> 헉 진짜? 뭐라고 올리셨는데? <LF> ""우리 예쁜 딸"" 이런 식으로... <LF> 하나도 안 예쁜 사진 더 민망하지도 막 들까지 와서 고... 엄마 계정 비공개로 바꿔달라 해. <LF> 아니면 태그만이라도 빼달라고 ."
일반 대화,이번 보고서 혹시 작년에 쓴 거랑 내용 비슷하지 않아? <LF> 어? 진짜? 복붙한 건가? <LF> 검색해보니까 문단까지 거의 똑같아. <LF> 그럼 상사한테 말해야 하나? <LF> 애매한데... 괜히 고자질하는 사람 될까봐. <LF> 근데 이렇게 넘어가도 되나 싶긴 해. <LF> 기록이라도 해두는 게 낫겠다.,이번 보고서 혹시 작년에 쓴 거랑 내용 비슷하지 않아? <LF> 어? 진짜? 복 건가? <LF> 검색해보니까 문단까지 거의 똑같아.그럼 상사한테 말해야 하나? <LF> 애매한데... 괜히 고자질하는 사람 될까봐. <LF> 근데 이렇게 넘어가도 되나 싶긴 해.기록이라도 해두는 게 낫겠다.
일반 대화,도서관에서 자리 맡아두고 두 시간씩 안 오는 사람들 짜증나. <LF> 맞아. 가방만 덩그러니 놓여 있으면 뭐 어쩌라는 건지. <LF> 관리자한테 말하면 뭐라 해? <LF> 그냥 맡아두지 말라고 안내는 있지만 실효성이 없어. <LF> 그러다 결국 자리 없어서 나갔다니까. <LF> 이러면 공부하러 간 내가 손해지. <LF> 자리 관리 좀 더 철저히 해줬으면 좋겠다.,도서관에서 자리 맡아두고 두 시간씩 안 오는 사람들 . <LF> 맞아. 가방만 덩그러니 놓여 있으면 어쩌라는 건지. <LF> 한테 하면 뭐라 해? <LF> 그냥 맡아 말 는 있지만 성이 없어. <LF> 그러다 결국 자리 없어서 나갔다니까 <LF> 이러면 공부하러 간 내가 손해. <LF> 자리 관리 좀 더 철저히 해줬으면 좋겠다.
일반 대화,"이번 여름에 제주도 같이 갈 수 있을까? <LF> 나는 8월 중순 말고는 다 힘들어. <LF> 부모님은 8월 초가 좋다고 하셔. <LF> 그럼 난 회사에 얘기해봐야겠다. <LF> 그래도 3박 4일은 가능하겠지? <LF> 응, 항공권이랑 숙소 얼른 알아보자. <LF> 부모님이 펜션 말고 호텔 가고 싶대.",이번 여름에 제주도 같이 갈 수 있을까? <LF> 는 8월 중순 말고는 힘들어.부모님은 8월 초가 좋다고 하셔. <LF> 그럼 난 회사에 얘기해봐야겠다.그래도 박 4일은 가능하겠지? <LF> 응 항공권 숙소 알아보자. <LF> 부모님이 펜션 말고 가고 싶대.
일반 대화,오늘 은행 갔다가 두 시간 기다림. <LF> 헐 무슨 일 처리하러 갔는데? <LF> 계좌 해지 하나 하려고 했는데 엄청 밀렸어. <LF> 요즘은 다 예약제 아니야? <LF> 그거 모르고 그냥 갔지 뭐... <LF> 다음부턴 앱으로 예약하고 가. <LF> 진짜 시간 낭비였어.,오늘 은행 갔다가 두 시간 기다림. <LF> 헐 무슨 일 처리하러 갔는데 <LF> 계좌 해지 하나 하려고 했는데 밀렸어. <LF> 요즘은 다 예약제 아니야? <LF> 그거 모르고 그냥 뭐 <LF> 다음부턴 앱으로 예약하고 가.진짜 시간 였어.
일반 대화,"아 오늘 아침에 비 와서 신발 다 젖었어. <LF> 헐, 운동화 신었어? <LF> 응, 방수도 안 되는 거였는데 그냥 나오다 젖었지. <LF> 양말까지 흠뻑 젖었겠다. <LF> 사무실 와서 드라이기로 말렸어. <LF> 다음엔 우비랑 여분 양말 챙겨. <LF> 그러게. 요즘 날씨 변덕 심해서 준비해야겠어. <LF> 나도 예비 신발 사무실에 둘까 생각 중이야. <LF> 그거 좋은 아이디어다. <LF> 같이 하나씩 사두자. <LF> 발에 물집도 잡혀서 좀 아팠어. <LF> 진짜 고생했네. 다음부턴 꼭 챙기자.","아 오늘 아침에 비 와서 신발 다 젖었어 <LF> 헐, 운동화 신었어? <LF> 응, 방수도 안 되는 거였는데 그냥 나오다 . <LF> 양말까지 흠뻑 젖었겠다. <LF> 사무실 와서 드라이기로 말렸어.다음엔 우비랑 여분 양말 챙겨. <LF> 그러게. 요즘 날씨 변덕 심해서 준비해야겠어. <LF> 나도 예비 신발 사무실에 둘까 생각 중이야. <LF> 그거 좋은 아이디어다. <LF> 같이 하나씩 사두자. <LF> 발 물집도 잡혀서 좀 아팠어. <LF> 진짜 . 다음부턴 꼭 챙기자."
일반 대화,"왜 슬랙 알림 안 봤어? <LF> 어? 안 왔는데? <LF> 회의 공지했는데 확인 못했어? <LF> 슬랙 알림 꺼져 있었나봐. 진동도 없었어. <LF> 설정 좀 다시 확인해봐. <LF> 지금 바로 할게. 민폐였네. <LF> 괜찮아. 앞으로는 놓치지 말자. <LF> 중요한 건 메일로도 보내줘야겠다. <LF> 그래, 백업은 항상 필요하니까. <LF> 주의해서 다시는 안 놓칠게. <LF> 팀장님도 내가 회의 놓친 거 아셨대. <LF> 다행히 이해해주셨지만 조심해야겠어.","왜 슬랙 알림 안 봤어? <LF> 어? 안 왔는데? <LF> 회의 공지했는데 확인 못했어? <LF>  알림 봐. 진동도 없었어. <LF> 설정 좀 다시 확인. <LF> 지금 바로 할게. 민폐였네. <LF> 괜찮아. 앞으로는 놓치지 말. <LF> 중요한 건 메도 보내줘야겠다. <LF> 그래, 백업은 항상 필요하니까. <LF> 주의해서 다시는 안 놓칠게. <LF> 팀장님도 내가 회의 놓친 거 아셨대. <LF> 다행히 이해해주셨지만 조심해야겠어"
